model,term,coefficient,std_error,t_value,p_value
M6_firm_year_fe,C(ticker)[T.000089.SZ],-0.5456949192686557,0.30757365165500006,-1.7741926733072442,0.07603128570708607
M6_firm_year_fe,C(ticker)[T.000090.SZ],0.2763531461024504,0.3240477842352719,0.8528160337668185,0.3937613309327984
M6_firm_year_fe,C(ticker)[T.000099.SZ],-0.18059394468567164,0.32162527026807397,-0.5615042143148359,0.5744538581845786
M6_firm_year_fe,C(ticker)[T.000100.SZ],-0.9417786166592994,0.33271562392077525,-2.830581280077041,0.00464635039274241
M6_firm_year_fe,C(ticker)[T.000155.SZ],-0.3320951694612963,0.3355426531276525,-0.9897256469953324,0.3223082356869996
M6_firm_year_fe,C(ticker)[T.000156.SZ],-0.4938650041897678,0.36037760671234376,-1.3704098006954544,0.1705590144149678
M6_firm_year_fe,C(ticker)[T.000157.SZ],-0.4626347874866459,0.42110540555053333,-1.098619921256577,0.2719338846677185
M6_firm_year_fe,C(ticker)[T.000166.SZ],-1.4315019437067822,0.2167124832175494,-6.6055352347642655,3.960836850158473e-11
M6_firm_year_fe,C(ticker)[T.000301.SZ],-0.7403436893035092,0.4705263553576391,-1.573437238687271,0.11561761004247216
M6_firm_year_fe,C(ticker)[T.000333.SZ],1.5466874787651186,0.6826395918066965,2.265745346928391,0.023466979353193265
M6_firm_year_fe,C(ticker)[T.000338.SZ],0.6906493800676688,0.9732086685285372,0.7096621746206909,0.47791365376867645
M6_firm_year_fe,C(ticker)[T.000400.SZ],-0.028761953396119536,0.3132077029313357,-0.09183028746398679,0.9268328798086591
M6_firm_year_fe,C(ticker)[T.000401.SZ],-0.36804075205520564,0.5096061711272173,-0.7222062308255065,0.4701676930925215
M6_firm_year_fe,C(ticker)[T.000402.SZ],-0.3897143216312104,0.36417990940986383,-1.070114829405949,0.28456762488984366
M6_firm_year_fe,C(ticker)[T.000408.SZ],0.08992839166916769,1.0365361257875325,0.08675856965510247,0.9308634200229644
M6_firm_year_fe,C(ticker)[T.000415.SZ],-0.40499444693866604,0.25427735746265046,-1.5927271345745115,0.11122141755250148
M6_firm_year_fe,C(ticker)[T.000417.SZ],0.09129672003065713,0.3216292177469541,0.2838570471619466,0.7765199344385607
M6_firm_year_fe,C(ticker)[T.000422.SZ],-0.11649037813465252,0.271553987031012,-0.4289768653676555,0.6679400607635504
M6_firm_year_fe,C(ticker)[T.000423.SZ],-0.07698914825160245,0.7543489521497181,-0.10206038999882135,0.9187087409884567
M6_firm_year_fe,C(ticker)[T.000425.SZ],-0.4986481862588125,0.4776380724764431,-1.043987518987833,0.29649116415473864
M6_firm_year_fe,C(ticker)[T.000426.SZ],-0.18431854430550682,0.323404195135717,-0.5699324470053868,0.5687235167005414
M6_firm_year_fe,C(ticker)[T.000488.SZ],-0.25170398465534644,0.2653043820234779,-0.9487366274751998,0.34275458029436934
M6_firm_year_fe,C(ticker)[T.000501.SZ],0.23840238257260377,1.0044532811739246,0.237345416696711,0.8123888310654948
M6_firm_year_fe,C(ticker)[T.000503.SZ],-0.9376752805687424,0.40197655794238013,-2.332661599393938,0.019665913142811922
M6_firm_year_fe,C(ticker)[T.000510.SZ],-0.2487307297811158,0.33905523116665165,-0.7335994460998605,0.4631928986252607
M6_firm_year_fe,C(ticker)[T.000511.SZ],-0.5498616650297208,0.483396961954566,-1.137495078178422,0.2553313809517318
M6_firm_year_fe,C(ticker)[T.000513.SZ],0.8138872561244314,0.35238954483139817,2.3096237333427077,0.02090899448054622
M6_firm_year_fe,C(ticker)[T.000519.SZ],-0.22035726166730588,0.4075704547237394,-0.5406605388427115,0.5887415823295844
M6_firm_year_fe,C(ticker)[T.000525.SZ],0.13279209265337757,0.5195007955804657,0.2556148013305773,0.7982482882103409
M6_firm_year_fe,C(ticker)[T.000527.SZ],-0.38921713560020826,0.26523252792690055,-1.4674562680618062,0.14225197740330683
M6_firm_year_fe,C(ticker)[T.000528.SZ],0.1245209793454944,0.5114727453342807,0.24345574711730114,0.8076523625832763
M6_firm_year_fe,C(ticker)[T.000537.SZ],0.10631211173860201,0.6653144116022688,0.15979228750294439,0.8730446996966925
M6_firm_year_fe,C(ticker)[T.000538.SZ],0.5278173022840478,0.46412346043639224,1.1372346956729302,0.25544018634786936
M6_firm_year_fe,C(ticker)[T.000539.SZ],-0.750054911329922,0.2795432636269978,-2.683144289002581,0.007293351595476586
M6_firm_year_fe,C(ticker)[T.000541.SZ],-0.01471818470606417,0.47514267262266074,-0.030976347851106947,0.9752884022996116
M6_firm_year_fe,C(ticker)[T.000543.SZ],-0.18782096275598703,0.40919333762609805,-0.45900298339561224,0.6462320236717592
M6_firm_year_fe,C(ticker)[T.000547.SZ],-0.9972533278893716,0.9074090662608384,-1.0990118624213825,0.2717628917386199
M6_firm_year_fe,C(ticker)[T.000550.SZ],0.7568502550166816,1.0566131051264993,0.7162983795531008,0.47380712717082774
M6_firm_year_fe,C(ticker)[T.000553.SZ],-1.1297975594870766,0.5524794617143679,-2.044958478603468,0.04085895179800804
M6_firm_year_fe,C(ticker)[T.000555.SZ],-0.2810065827791822,0.3250167689609636,-0.8645910291875825,0.38726329801131687
M6_firm_year_fe,C(ticker)[T.000559.SZ],-0.5117630294712601,0.31047424395228,-1.6483268401159814,0.09928561985444675
